item_id,name,material_id,brand_name,tb_price,our_price,zk_final_price,reserve_price,final_promotion_price,predict_rounding_up_price,shop_name,title,sub_title,short_title,image_url,click_url,annual_vol,level_one_category_id,level_one_category_name,tk_total_sales,coupon_url,has_full_reduction,full_reduction_coupon_set,full_reduction_coupon_fee0,full_reduction_coupon_desc0,full_reduction_coupon_type0,full_reduction_coupon_src_scene0,full_reduction_coupon_fee1,full_reduction_coupon_desc1,full_reduction_coupon_type1,full_reduction_coupon_src_scene1,has_alimama_reduction,alimama_coupon_set,alimama_coupon_fee0,alimama_coupon_desc0,alimama_coupon_type0,alimama_coupon_src_scene0,alimama_coupon_fee1,alimama_coupon_desc1,alimama_coupon_type1,alimama_coupon_src_scene1,has_open_reduction,open_coupon_set,open_coupon_fee0,open_coupon_desc0,open_coupon_type0,open_coupon_src_scene0,open_coupon_fee1,open_coupon_desc1,open_coupon_type1,open_coupon_src_scene1
vRAyXPMsZt6xpv9joXiMYqS0te-KAA773ZHjjVYWM8ph65,柠檬便携清爽洁净口腔漱口水,84226,DSU（美妆）,49.9,29.9,49.9,69.90,29.9,6.63,dsu旗舰店,拍3件 第3件0元 柠檬水果味便携薄荷清新口气漱口水洁净含漱液3,清新去口气便携漱口水,柠檬便携清爽洁净口腔漱口水,http://img.alicdn.com/bao/uploaded/i1/2208375208398/O1CN01ONxesF2BuKv9h10Xk_!!0-item_pic.jpg,37￥ CZ0012 g0wq3ZWsTz6￥ https://m.tb.cn/h.gh7odK1  拍3件 第3件0元 柠檬水果味便携薄荷清新口气漱口水洁净含漱液3,5万+,50022517,孕妇装/孕产妇用品/营养,,59￥ CZ3456 OIkS3ZWIF6N￥ https://m.tb.cn/h.g6hQbSK  拍3件 第3件0元 柠檬水果味便携薄荷清新口气漱口水洁净含漱液3,否,,,,,,,,,,是,,20,满49减20,单品券,妈妈渠道券,,,,,是,,,满49减10,单品券,全网公开券,,,,
pRQyXxGSxt6Kobe3nDiZnYIptm-oGGooDVCBOwjNg2ku3,洋精灵儿童牙刷护齿抑菌软毛,84226,Young Elf/洋精灵,39.9,19.9,39.9,59.90,19.9,18.91,天猫超市,洋精灵儿童牙刷0到3岁宝宝牙刷1一2岁软毛抑菌护齿口腔清洁,,洋精灵儿童牙刷护齿抑菌软毛,http://img.alicdn.com/bao/uploaded/i2/6000000002621/O1CN01ehcDgv1VET3euI8Jh_!!6000000002621-0-sm.jpg,58￥ MF6563 SQ803ZWH0Xn￥ https://m.tb.cn/h.g6sPsU0  洋精灵儿童牙刷0到3岁宝宝牙刷1一2岁软毛抑菌护齿口腔清洁,3万+,50014812,婴童用品,,49￥ HU9046 uQck3ZWIHWH￥ https://m.tb.cn/h.g6sl6hh  洋精灵儿童牙刷0到3岁宝宝牙刷1一2岁软毛抑菌护齿口腔清洁,否,,,,,,,,,,是,,10,满20减10,单品券,妈妈渠道券,,,,,否,,,,,,,,,
rRw3obbhOtVK5pwPy0fejAhqtZ-GwwaaVZSrV5ox35zCnZ,女童纯棉短裤花苞裤夏季,84226,南极人,39.9,16.82,39.9,269.00,16.82,,南极人绒安专卖店,女童纯棉短裤打底外穿婴儿灯笼屁屁裤宝宝花苞裤大pp裤子夏季薄款,A类纯棉 实惠2件装,女童纯棉短裤花苞裤夏季,http://img.alicdn.com/bao/uploaded/i2/2455268454/O1CN01msf6lZ2CJzAXC97xy_!!0-item_pic.jpg,67￥ HU9046 swzF3ZWsCDd￥ https://m.tb.cn/h.g6slffB  女童纯棉短裤打底外穿婴儿灯笼屁屁裤宝宝花苞裤大pp裤子夏季薄款,2000+,50008165,童装/婴儿装/亲子装,,59￥ MF1643 0bj03ZWI3Mm￥ https://m.tb.cn/h.g6sOpIQ  女童纯棉短裤打底外穿婴儿灯笼屁屁裤宝宝花苞裤大pp裤子夏季薄款,否,,,,,,,,,,是,,10,满39减10,店铺券,妈妈渠道券,,满35减10,店铺券,妈妈渠道券,否,,,,,,,,,
60wzkmxu8tG72A0yz5irmpfot3-wGGJJDwCQppkNZoPSx,三件ad'vin浪漫玫瑰香氛沐浴露,84226,梁客,129.9,59.9,129.9,129.90,59.9,13.3,梁客旗舰店,梁客 AD'VIN 蓓缦缇浪漫玫瑰香氛沐浴露持久留香正品沐浴路旗舰店,,三件ad'vin浪漫玫瑰香氛沐浴露,http://img.alicdn.com/bao/uploaded/i4/3887089883/O1CN01UxBwpH2MsT50ZLbLT_!!0-item_pic.jpg,07￥ CZ3456 oU5y3ZWI4jH￥ https://m.tb.cn/h.gTzHYII  梁客 AD'VIN 蓓缦缇浪漫玫瑰香氛沐浴露持久留香正品沐浴路旗舰店,1万+,50022517,孕妇装/孕产妇用品/营养,,97￥ CZ0016 vKCu3ZWsWLc￥ https://m.tb.cn/h.gh7LuLw  梁客 AD'VIN 蓓缦缇浪漫玫瑰香氛沐浴露持久留香正品沐浴路旗舰店,否,,,,,,,,,,是,,70,满129减70,单品券,妈妈渠道券,,,,,否,,,,,,,,,
08yzj9qs7t8mG7oyjDtqMRh2t6-nGGoojBCQ2QjQBdjI5,儿童内裤女童纯棉平角三角宝宝,84226,抱团熊,28.8,18.8,28.8,98.00,18.8,,抱团熊旗舰店,儿童内裤男童内裤女童纯棉平角三角宝宝小中大童10岁女孩学生短裤,符合国家A类安全标准 柔软舒适 材质透气,儿童内裤女童纯棉平角三角宝宝,http://img.alicdn.com/bao/uploaded/i4/2208786534837/O1CN01TcpabM1lbOgM2vyPP_!!0-item_pic.jpg,18￥ CZ0000 MEMw3ZWsCDe￥ https://m.tb.cn/h.g6sOkhb  儿童内裤男童内裤女童纯棉平角三角宝宝小中大童10岁女孩学生短裤,5万+,50008165,童装/婴儿装/亲子装,,17￥ MF6563 obNL3ZWHiQ7￥ https://m.tb.cn/h.gh7LuLz  儿童内裤男童内裤女童纯棉平角三角宝宝小中大童10岁女孩学生短裤,否,,,,,,,,,,是,,10,满11减10,单品券,妈妈渠道券,,,,,是,,,满9减8,单品券,全网公开券,,,,
ZDgMqGOi6tPoNABjqVSdDwSVt6-KAA773ZHwMN0YmoaSnd,肌琳莎烟酰胺面膜补水保湿提亮,84226,肌琳莎,108,38,108,108.00,38,9.5,肌琳莎旗舰店,任选4盒 肌琳莎烟酰胺面膜多款补水保湿提亮肤色正品官方旗舰店,美国进口烟酰胺，淡纹补水提亮紧致收缩毛孔,肌琳莎烟酰胺面膜补水保湿提亮,http://img.alicdn.com/bao/uploaded/i4/4106072846/O1CN01FBcB8O1WtW1PuTKJG_!!0-item_pic.jpg,77￥ HU0025 xXN13ZWH2MI￥ https://m.tb.cn/h.gTztkfC  任选4盒 肌琳莎烟酰胺面膜多款补水保湿提亮肤色正品官方旗舰店,1000+,50022517,孕妇装/孕产妇用品/营养,,37￥ CZ3452 qqM43ZWHU2E￥ https://m.tb.cn/h.g6slYDk  任选4盒 肌琳莎烟酰胺面膜多款补水保湿提亮肤色正品官方旗舰店,否,,,,,,,,,,是,,70,满108减70,单品券,妈妈渠道券,,满108减70,单品券,妈妈渠道券,否,,,,,,,,,
VDV4yGws6tweYMm4p8Uk6WFvtV-Vqq55XZikJ4JarXxIy,不二宝贝热炒核桃油亚麻籽调和油,84226,不二宝贝,39.8,21.8,39.8,99.00,21.8,,不二宝贝旗舰店,不二宝贝热炒核桃油亚麻籽牛油果调和油送婴幼儿童宝宝辅食谱A,,不二宝贝热炒核桃油亚麻籽调和油,http://img.alicdn.com/bao/uploaded/i3/2212478319537/O1CN01f5Av6d2KK0FOrKhxz_!!0-item_pic.jpg,77￥ MF7997 ijQ33ZWsz9F￥ https://m.tb.cn/h.gh7L4EY  不二宝贝热炒核桃油亚麻籽牛油果调和油送婴幼儿童宝宝辅食谱A,1000+,35,奶粉/辅食/营养品/零食,,08￥ ZH4920 bckp3ZWssrG￥ https://m.tb.cn/h.g6sONOo  不二宝贝热炒核桃油亚麻籽牛油果调和油送婴幼儿童宝宝辅食谱A,否,,,,,,,,,,是,,18,满36减18,单品券,妈妈渠道券,,,,,否,,,,,,,,,
8Qpqxb8hnt9PZRBybwtqD0Sbt8-Q7755dZTb9wJYa5bhbK,果味葡萄清爽便携漱口水,84226,DSU（美妆）,49.9,29.9,49.9,99.90,29.9,6.63,dsu旗舰店,拍3件 第3件0元 葡萄清爽便携漱口水约会清新口气洁净含漱液10,葡萄清爽便携漱口水,果味葡萄清爽便携漱口水,http://img.alicdn.com/bao/uploaded/i2/2208375208398/O1CN01iv2oIW2BuL5XFpIFV_!!0-item_pic.jpg,37￥ HU9046 HCHU3ZWsip3￥ https://m.tb.cn/h.g6hjrJd  拍3件 第3件0元 葡萄清爽便携漱口水约会清新口气洁净含漱液10,700+,50022517,孕妇装/孕产妇用品/营养,,28￥ ZH4920 r8km3ZWHYzG￥ https://m.tb.cn/h.g6hQrpk  拍3件 第3件0元 葡萄清爽便携漱口水约会清新口气洁净含漱液10,否,,,,,,,,,,是,,20,满49减20,单品券,妈妈渠道券,,,,,否,,,,,,,,,
WKVnOXPIot2na9Vq35tjBmTQta-vGGjj3aCB8Bxmpm7ug,英氏新生婴幼儿沐浴露洗发水,84226,YEEHOO/英氏,79,59,79,149.00,59,,英氏婴童洗护旗舰店,英氏婴幼儿沐浴露洗发水二合一新生儿童沐浴露宝宝洗发洗澡二合一,天然金盏花 一瓶两用,英氏新生婴幼儿沐浴露洗发水,http://img.alicdn.com/bao/uploaded/i2/2200552342840/O1CN01qr3AK71Wqlml52fTY_!!0-item_pic.jpg,37￥ CZ0000 1aBK3ZWsWXZ￥ https://m.tb.cn/h.gh7o4tB  英氏婴幼儿沐浴露洗发水二合一新生儿童沐浴露宝宝洗发洗澡二合一,10万+,50014812,婴童用品,,27￥ CZ3460 7iNe3ZWIWGP￥ https://m.tb.cn/h.g6hjiVi  英氏婴幼儿沐浴露洗发水二合一新生儿童沐浴露宝宝洗发洗澡二合一,否,,,,,,,,,,是,,20,满79减20,单品券,妈妈渠道券,,,,,否,,,,,,,,,
50dzgWOCxtyzR7AXYbh8MmfMtV-wGGJJDwCbnV2p0n7sD,偏爱小酸奶配置型混合味8袋饮品,84226,心迪妈妈,35.8,19.8,35.8,45.80,19.8,,心迪妈妈旗舰店,心迪妈妈我偏爱小酸奶常温130g袋装酸奶配置型含乳饮品混合味8袋,,偏爱小酸奶配置型混合味8袋饮品,http://img.alicdn.com/bao/uploaded/i2/2207713183614/O1CN01iA7g8b1cZGGoxLWWi_!!0-item_pic.jpg,09￥ CZ3458 hMEz3ZWHPIT￥ https://m.tb.cn/h.gh7LNfA  心迪妈妈我偏爱小酸奶常温130g袋装酸奶配置型含乳饮品混合味8袋,1000+,35,奶粉/辅食/营养品/零食,,69￥ CZ0002 oL3B3ZWs9Nx￥ https://m.tb.cn/h.gh7Lupp  心迪妈妈我偏爱小酸奶常温130g袋装酸奶配置型含乳饮品混合味8袋,否,,,,,,,,,,是,,,满35减15,单品券,妈妈渠道券,16,满30减16,单品券,妈妈渠道券,是,,,满200减30,店铺券,全网公开券,,满20减6,单品券,全网公开券
XDVMrweTGtXDgGkK9PTmBWIBtg-kZZYYyQS8pyNe0eXc5p,日本防叮防蚊贴儿童婴儿专用,84226,ribendingding,39.9,19.9,39.9,59.90,19.9,,ribendingding旗舰店,日本防叮防蚊贴儿童驱叮贴防叮神器宝宝防叮用品防叮儿童婴儿专用,日本叮叮防叮贴儿童驱叮贴防叮神器,日本防叮防蚊贴儿童婴儿专用,http://img.alicdn.com/bao/uploaded/i2/2211291292689/O1CN01ZZVqDh1VjbybXik7E_!!0-item_pic.jpg,69￥ MF7997 xczL3ZWHaFj￥ https://m.tb.cn/h.gh7L4EK  日本防叮防蚊贴儿童驱叮贴防叮神器宝宝防叮用品防叮儿童婴儿专用,400+,50014812,婴童用品,,68￥ MF6563 M2ph3ZWs6sr￥ https://m.tb.cn/h.g6slRll  日本防叮防蚊贴儿童驱叮贴防叮神器宝宝防叮用品防叮儿童婴儿专用,否,,,,,,,,,,是,,20,满30减20,单品券,妈妈渠道券,,,,,否,,,,,,,,,
b8AP67dHgtoMxwzmgGUN5bUQt6-Vqq55XZikBmrZ9RWtgO,乐米倍优海藻钙儿童液体,84226,乐米倍优,148,59,148,666.00,59,,乐米倍优母婴旗舰店,乐米倍优海藻钙婴幼儿宝宝儿童婴儿补钙天然液体钙非乳钙30粒每盒,,乐米倍优海藻钙儿童液体,http://img.alicdn.com/bao/uploaded/i4/2212755181870/O1CN01VU92el1PgVbpupz6P_!!2-item_pic.png,67￥ HU9046 RQNx3ZWIv1m￥ https://m.tb.cn/h.gh7o4GS  乐米倍优海藻钙婴幼儿宝宝儿童婴儿补钙天然液体钙非乳钙30粒每盒,1万+,35,奶粉/辅食/营养品/零食,,89￥ ZH4920 y6793ZWIERX￥ https://m.tb.cn/h.g6hQb7t  乐米倍优海藻钙婴幼儿宝宝儿童婴儿补钙天然液体钙非乳钙30粒每盒,否,,,,,,,,,,是,,89,满148减89,单品券,妈妈渠道券,,,,,是,,,满148减59,单品券,全网公开券,,,,
40kz3AqSgtNoBn3g95T705sNtg-P55qqdZsKmdoNWWasB,宝宝辅食有机核桃亚麻籽油125ML,84226,不二宝贝,42.8,26.8,42.8,99.00,26.8,,不二宝贝旗舰店,不二宝贝调和热炒油核桃牛油果亚麻籽油搭配宝宝婴幼儿食用辅食油,,宝宝辅食有机核桃亚麻籽油125ML,http://img.alicdn.com/bao/uploaded/i3/2212478319537/O1CN01CafhB22KK0FSD30B9_!!0-item_pic.jpg,99￥ HU0854 MMeQ3ZWH2My￥ https://m.tb.cn/h.gh7LkdO  不二宝贝调和热炒油核桃牛油果亚麻籽油搭配宝宝婴幼儿食用辅食油,2万+,35,奶粉/辅食/营养品/零食,,79￥ CZ3458 L5V83ZWII1z￥ https://m.tb.cn/h.g6sPAr3  不二宝贝调和热炒油核桃牛油果亚麻籽油搭配宝宝婴幼儿食用辅食油,否,,,,,,,,,,是,,16,满40减16,单品券,妈妈渠道券,,,,,是,,,满40减3,单品券,全网公开券,,,,
VDV4yvBH6tweYMm4p8Uk6gfvtV-Rrr44BZSV2MZmvODh6g,,84226,YEEHOO/英氏,29.9,19.9,29.9,309.00,19.9,,英氏婴童洗护旗舰店,英氏艾叶凝露儿童面霜夏季婴儿补水保湿宝宝太空面霜清爽晒后舒护,冰凉清爽，晒后急救，舒护燥热肌,,http://img.alicdn.com/bao/uploaded/i1/2200552342840/O1CN01wmGDEn1WqlnRKPMvq_!!0-item_pic.jpg,78￥ HU0025 oKSq3ZWIUOP￥ https://m.tb.cn/h.g6sOYOY  英氏艾叶凝露儿童面霜夏季婴儿补水保湿宝宝太空面霜清爽晒后舒护,20万+,50014812,婴童用品,,18￥ CZ3460 P8Ge3ZWHPVe￥ https://m.tb.cn/h.g6hjrre  英氏艾叶凝露儿童面霜夏季婴儿补水保湿宝宝太空面霜清爽晒后舒护,否,,,,,,,,,,是,,10,满29减10,单品券,妈妈渠道券,,,,,否,,,,,,,,,
XDVMrwNtGtXDgGkK9PTmOZiBtg-7YYOOJmCw5nmnGzdtVV,,84226,洛颜（床上用品）,139.9,29.9,139.9,139.90,29.9,,洛颜旗舰店,艾草纤维枕 家用防螨抑菌宿舍可水洗枕芯单双人护颈椎助睡眠枕头,,,http://img.alicdn.com/bao/uploaded/i3/2218173422399/O1CN01w739KI1Tan82plXlY_!!0-item_pic.jpg,69￥ CZ0015 uWMO3ZWsnnB￥ https://m.tb.cn/h.gh7oAjh  艾草纤维枕 家用防螨抑菌宿舍可水洗枕芯单双人护颈椎助睡眠枕头,27,50014812,婴童用品,,79￥ CZ0002 Xv8L3ZWIwJ4￥ https://m.tb.cn/h.gh7oTzf  艾草纤维枕 家用防螨抑菌宿舍可水洗枕芯单双人护颈椎助睡眠枕头,否,,,,,,,,,,是,,,满139减100,单品券,妈妈渠道券,110,满139减110,单品券,妈妈渠道券,否,,,,,,,,,
90NR85RFBtOMdnxq48tnzxtQt6-pGGooDOCRDkB78KQS4,虫草奢宠润泽精华霜遮瑕面霜,84226,俊蔻,109.9,19.9,109.9,109.90,19.9,9.97,俊蔻旗舰店,洛凡美皙麒麟竭虫草龙血膏贵妇膏奢宠润泽遮瑕精华面霜补水提亮,,虫草奢宠润泽精华霜遮瑕面霜,http://img.alicdn.com/bao/uploaded/i3/2216746347633/O1CN01YkCwEf26Fy52Mgr0m_!!0-item_pic.jpg,47￥ CZ0015 yF6Q3ZWInG3￥ https://m.tb.cn/h.g6hQrKm  洛凡美皙麒麟竭虫草龙血膏贵妇膏奢宠润泽遮瑕精华面霜补水提亮,800+,50022517,孕妇装/孕产妇用品/营养,,97￥ MF7997 MmMc3ZWsPKQ￥ https://m.tb.cn/h.gTztRcI  洛凡美皙麒麟竭虫草龙血膏贵妇膏奢宠润泽遮瑕精华面霜补水提亮,否,,,,,,,,,,是,,90,满109减90,单品券,妈妈渠道券,,,,,否,,,,,,,,,
gp57kqpi3t2ZX6bA5Nt26etatr-5YYRRJ2CWrnz0zyaSNZ,,84226,小象恩科,29.9,19.9,29.9,29.90,19.9,,小象恩科旗舰店,迪士尼新生婴儿抱被初生包被纯棉春秋夏季包单小宝宝产房包巾薄款,,,http://img.alicdn.com/bao/uploaded/i3/2214772442925/O1CN01NLQcRi1XThKG3ELG8_!!0-item_pic.jpg,97￥ CZ0012 IMoC3ZWIyMq￥ https://m.tb.cn/h.g6hjbNT  迪士尼新生婴儿抱被初生包被纯棉春秋夏季包单小宝宝产房包巾薄款,7000+,50014812,婴童用品,,59￥ HU0854 RJHQ3ZWHTtz￥ https://m.tb.cn/h.g6h8z7X  迪士尼新生婴儿抱被初生包被纯棉春秋夏季包单小宝宝产房包巾薄款,否,,,,,,,,,,是,,10,满20减10,单品券,妈妈渠道券,,,,,否,,,,,,,,,
kxMkXd7FYtaPeQgGpxFg29tPtJ-mGGRRD9C799BWAxvSBg,,84226,G.DUCKKIDS,49.9,19.9,49.9,49.90,19.9,16.63,G Duck kids香港小黄鸭,G DUCK小黄鸭短袖t恤男女童2024新款洋气儿童夏款纯棉体恤打底衫,,,http://img.alicdn.com/bao/uploaded/i4/2209886699354/O1CN01dhYXhP2IyBcbFycT3_!!2209886699354.jpg,77￥ MF3543 mw1f3ZWHlfv￥ https://m.tb.cn/h.g6sPs5B  G DUCK小黄鸭短袖t恤男女童2024新款洋气儿童夏款纯棉体恤打底衫,3000+,50008165,童装/婴儿装/亲子装,,17￥ CZ3460 Whar3ZWIm3x￥ https://m.tb.cn/h.g6h8DeU  G DUCK小黄鸭短袖t恤男女童2024新款洋气儿童夏款纯棉体恤打底衫,否,,,,,,,,,,是,,30,满49减30,单品券,妈妈渠道券,,,,,是,,,满49减30,单品券,全网公开券,,,,
BJPerQ3c6t8v2mY40ytr68Hrte-5YYRRJ2CWb8BAdoZI5,不二宝贝山楂甜甜圈儿童零食,84226,不二宝贝,39.8,22.8,39.8,129.00,22.8,,不二宝贝旗舰店,不二宝贝山楂棒棒糖水果条鸡内金儿童零食送无添加婴儿宝宝食谱,,不二宝贝山楂甜甜圈儿童零食,http://img.alicdn.com/bao/uploaded/i1/2212478319537/O1CN013SFnFc2KK0FGvXAPR_!!0-item_pic.jpg,87￥ CZ0002 MXkf3ZWs57n￥ https://m.tb.cn/h.g6slIBf  不二宝贝山楂棒棒糖水果条鸡内金儿童零食送无添加婴儿宝宝食谱,9万+,35,奶粉/辅食/营养品/零食,,47￥ CZ0002 FLO93ZWIj3e￥ https://m.tb.cn/h.g6slkJ5  不二宝贝山楂棒棒糖水果条鸡内金儿童零食送无添加婴儿宝宝食谱,否,,,,,,,,,,是,,17,满39减17,单品券,妈妈渠道券,,,,,是,,,满20减10,单品券,全网公开券,,,,
axNPQ5DIotMrOBbDqYCD30ijty-KAA773ZHjyDVoxkXTp,【满300-160】高蛋白黑猪午餐肉,84226,不二宝贝,32.8,24.8,32.8,88.00,24.8,,不二宝贝旗舰店,不二宝贝儿童黑猪肉午餐肉早餐无添加专用搭配宝宝速熟辅食罐头A,,【满300-160】高蛋白黑猪午餐肉,http://img.alicdn.com/bao/uploaded/i3/2212478319537/O1CN0136rGxf2KK0FPESNac_!!0-item_pic.jpg,58￥ HU9196 i9eu3ZWIHjW￥ https://m.tb.cn/h.gTztdlv  不二宝贝儿童黑猪肉午餐肉早餐无添加专用搭配宝宝速熟辅食罐头A,200+,35,奶粉/辅食/营养品/零食,,47￥ CZ3460 iaAl3ZWIPYU￥ https://m.tb.cn/h.g6slxfr  不二宝贝儿童黑猪肉午餐肉早餐无添加专用搭配宝宝速熟辅食罐头A,否,,,,,,,,,,是,,8,满30减8,单品券,妈妈渠道券,,满30减8,单品券,妈妈渠道券,是,,,满20减3,单品券,全网公开券,,,,
60wzkxrU8tG72A0yz5irRGSot3-KAA773ZHjdROXgkjtv,,84226,乐米倍优,148,59,148,888.00,59,,乐米倍优母婴旗舰店,乐米倍优婴液幼儿体钙宝儿成长钙宝有机童海藻钙青少年非乳钙滴剂,,,http://img.alicdn.com/bao/uploaded/i1/2212755181870/O1CN01DsaNbB1PgVbrokjam_!!0-item_pic.jpg,57￥ HU0854 il2h3ZWIAet￥ https://m.tb.cn/h.gh7opqN  乐米倍优婴液幼儿体钙宝儿成长钙宝有机童海藻钙青少年非乳钙滴剂,1万+,35,奶粉/辅食/营养品/零食,,88￥ MF7997 HY8Z3ZWsAao￥ https://m.tb.cn/h.gh7MATz  乐米倍优婴液幼儿体钙宝儿成长钙宝有机童海藻钙青少年非乳钙滴剂,否,,,,,,,,,,是,,89,满148减89,单品券,妈妈渠道券,,,,,是,,,满148减59,单品券,全网公开券,,,,
d5xq3PZtZt32XbVZywtozQiet3-MxxMMdZuVbawe4bVURV,洗发露控油清爽柔顺润滑,84226,梁客,129.9,59.9,129.9,129.90,59.9,13.3,梁客旗舰店,梁客AD'VIN洗发露清爽润滑修护控油柔顺补水大瓶男女士洗发水q,,洗发露控油清爽柔顺润滑,http://img.alicdn.com/bao/uploaded/i3/3887089883/O1CN01WXaCWF2MsT57JeP2E_!!0-item_pic.jpg,78￥ HU0854 ifNa3ZWssrA￥ https://m.tb.cn/h.gh7LkWR  梁客AD'VIN洗发露清爽润滑修护控油柔顺补水大瓶男女士洗发水q,900+,50022517,孕妇装/孕产妇用品/营养,,57￥ CZ8908 MP5h3ZWHUd2￥ https://m.tb.cn/h.g6sPAI6  梁客AD'VIN洗发露清爽润滑修护控油柔顺补水大瓶男女士洗发水q,否,,,,,,,,,,是,,70,满129减70,单品券,妈妈渠道券,,,,,否,,,,,,,,,
K4n95oJc3to8vDa75BUpvQfJtW-yGG99DpC6ozBqd20Uq,洗发露柔顺正品持久留香滋润梁客,84226,梁客（洗护）,119,29,119,129.90,29,9.63,唯美精致生活馆,AD'VIN洗发露柔顺洗发水正品持久留香滋润f 梁客旗舰店PSKD洗发水,,洗发露柔顺正品持久留香滋润梁客,http://img.alicdn.com/bao/uploaded/i2/3020017001/O1CN01P6wIs721aVcRbD9PW_!!0-item_pic.jpg,27￥ CZ0001 XziG3ZWsljW￥ https://m.tb.cn/h.g6sOk7k  AD'VIN洗发露柔顺洗发水正品持久留香滋润f 梁客旗舰店PSKD洗发水,400+,50022517,孕妇装/孕产妇用品/营养,,99￥ CA6496 jEF43ZWIDk6￥ https://m.tb.cn/h.g6hjz40  AD'VIN洗发露柔顺洗发水正品持久留香滋润f 梁客旗舰店PSKD洗发水,否,,,,,,,,,,是,,90,满95减90,单品券,妈妈渠道券,,,,,是,,,满95减90,单品券,全网公开券,,,,
50dzgWasxtyzR7AXYbh8wxTMtV-6YYggJ4CywqXqJ9wSW,宫佩贵妇膏明星同款珍珠膏素颜霜,84226,宫佩,119.9,49.9,119.9,119.90,49.9,13.3,宫佩旗舰店,宫佩旗舰店官网正品贵妇膏明星同款珍珠膏素颜霜保湿修护面霜女x,,宫佩贵妇膏明星同款珍珠膏素颜霜,http://img.alicdn.com/bao/uploaded/i1/3682611280/O1CN01c1ut9S1LKHs5vhC7W_!!0-item_pic.jpg,08￥ CA6496 1mBQ3ZWHll2￥ https://m.tb.cn/h.g6sOk7o  宫佩旗舰店官网正品贵妇膏明星同款珍珠膏素颜霜保湿修护面霜女x,100+,50022517,孕妇装/孕产妇用品/营养,,67￥ HU9046 aDfl3ZWshau￥ https://m.tb.cn/h.gh7odJA  宫佩旗舰店官网正品贵妇膏明星同款珍珠膏素颜霜保湿修护面霜女x,否,,,,,,,,,,是,,70,满119减70,单品券,妈妈渠道券,,,,,否,,,,,,,,,
pRQyX2Qixt6Kobe3nDiZV0cptm-yGG99DpC6BYZp7oPH2,ERUYN轻享水润隔离防晒霜,84226,ERUYN,89.9,39.9,89.9,89.90,39.9,13.3,eruyn旗舰店,ERUYN轻享水润隔离防晒霜持久不脱妆遮瑕面部户外军训A,,ERUYN轻享水润隔离防晒霜,http://img.alicdn.com/bao/uploaded/i3/2208691337043/O1CN01Ew2tjo21tkJKod8A5_!!0-item_pic.jpg,89￥ CZ0002 u2hA3ZWIhIa￥ https://m.tb.cn/h.gh7opJY  ERUYN轻享水润隔离防晒霜持久不脱妆遮瑕面部户外军训A,79,50022517,孕妇装/孕产妇用品/营养,,29￥ CZ0016 NDik3ZWIQso￥ https://m.tb.cn/h.g6hj99L  ERUYN轻享水润隔离防晒霜持久不脱妆遮瑕面部户外军训A,否,,,,,,,,,,是,,50,满85减50,单品券,妈妈渠道券,,,,,否,,,,,,,,,
50dzgWrhxtyzR7AXYbh8V6cMtV-rGGjjD4CM7jKprA3C8,洗发露控油清爽柔顺润滑,84226,梁客,129.9,59.9,129.9,129.90,59.9,13.3,梁客旗舰店,梁客AD'VIN洗发露控油清爽柔顺润滑修护大瓶男女士洗发水m,,洗发露控油清爽柔顺润滑,http://img.alicdn.com/bao/uploaded/i1/3887089883/O1CN01gLYmJ62MsT58387PH_!!0-item_pic.jpg,47￥ CZ0000 gaCG3ZWIGai￥ https://m.tb.cn/h.g6slNri  梁客AD'VIN洗发露控油清爽柔顺润滑修护大瓶男女士洗发水m,1000+,50022517,孕妇装/孕产妇用品/营养,,17￥ MF7997 90aG3ZWInaA￥ https://m.tb.cn/h.gh7okg1  梁客AD'VIN洗发露控油清爽柔顺润滑修护大瓶男女士洗发水m,否,,,,,,,,,,是,,70,满129减70,单品券,妈妈渠道券,,,,,否,,,,,,,,,
axNPQ5WhotMrOBbDqYCD36cjty-oGGooDVCBJNApYjKsJJ,人之初婴儿纯棉护肚蝴蝶衣绑带,84226,人之初,28.9,20.9,28.9,90.00,20.9,,人之初母婴旗舰,婴儿纯棉护肚蝴蝶衣宝宝绑带月子服新生儿和尚服3个月连体衣春秋0,,人之初婴儿纯棉护肚蝴蝶衣绑带,http://img.alicdn.com/bao/uploaded/i4/1986479298/O1CN013RcA3p2IYXYL3xOg1_!!0-item_pic.jpg,58￥ MF3543 W1gx3ZWHPV8￥ https://m.tb.cn/h.gh7oRW0  婴儿纯棉护肚蝴蝶衣宝宝绑带月子服新生儿和尚服3个月连体衣春秋0,3000+,50008165,童装/婴儿装/亲子装,,07￥ HU9196 gy7d3ZWsM7U￥ https://m.tb.cn/h.g6slIzT  婴儿纯棉护肚蝴蝶衣宝宝绑带月子服新生儿和尚服3个月连体衣春秋0,否,,,,,,,,,,是,,8,满28减8,店铺券,妈妈渠道券,,,,,否,,,,,,,,,
